State,District,GramPanchayat,AuditDate,FinancialYear,SchemeName,WorkType,AuditedBy,TotalExpenditure,MisappropriationAmount,RecoveryAmount,IssuesFound,IssueType,AuditStatus,BeneficiariesCovered,ManDaysGenerated,WagesPaid,MaterialCost,ComplaintsReceived,ActionTaken
Tamil Nadu,Coimbatore,GP_Coimbatore_77,15-02-2023,2022-23,SBM-G,Toilet Construction,District Audit Unit,201311.38,3293.03,9016.93,6,,ATR Pending,64,742,361333.43,315368.38,3,
Tamil Nadu,Chennai,GP_Chennai_67,27-10-2023,2021-22,PMGSY,Toilet Construction,SAU Team B,1284958.74,145234.21,14876.17,7,No Muster Roll,Pending Recovery,392,240,660248.92,,15,Warning Issued
Kerala,Thrissur,GP_Thrissur_35,06-09-2023,2021-22,PMAY-G,Water Tank,SAU Team B,1927581.55,89825.1,,7,Wage Delay,Closed,325,5756,230583.35,537347.1,9,
Bihar,Gaya,GP_Gaya_4,10-12-2022,2022-23,PMAY-G,Water Tank,SAU Team B,287444.44,141087.23,60336.09,3,Wage Delay,Under Review,28,6816,663807.8,696601.63,15,FIR Filed
Andhra Pradesh,Vijayawada,GP_Vijayawada_31,30-04-2024,2024-25,PMAY-G,School Building,SAU Team B,641571.39,,,11,Ghost Beneficiary,ATR Pending,328,4493,978334.02,109117.66,24,FIR Filed
Kerala,Thrissur,GP_Thrissur_59,21-01-2024,2024-25,SBM-G,Pond Desilting,SAU Team B,1619772.03,18795.13,18334.82,8,Material Overbilling,ATR Pending,462,4832,751164.6,594824.63,3,Suspended Official
Maharashtra,Pune,GP_Pune_60,23-01-2023,2021-22,SBM-G,Toilet Construction,District Audit Unit,545130.2,114699.38,26066.84,11,Fund Diversion,Under Review,471,2495,197023.82,468219.59,24,Warning Issued
Maharashtra,Pune,GP_Pune_53,10-12-2023,2022-23,PMGSY,School Building,SAU Team B,70525.79,131645.83,11287.82,2,Incomplete Work,Pending Recovery,237,442,655148.38,552918.35,12,Recovery Initiated
Karnataka,Bangalore,GP_Bangalore_90,02-02-2024,2023-24,PMGSY,Road Construction,SAU Team A,1227267.1,92690.17,59410.54,0,,Completed,356,4039,340747.77,159412.18,20,No Action
Karnataka,Bangalore,GP_Bangalore_6,14-07-2022,2022-23,MGNREGA,Toilet Construction,District Audit Unit,1462693.84,100045.43,36053.37,11,Incomplete Work,Closed,262,4284,220575.57,606550.16,22,Suspended Official
Maharashtra,Pune,GP_Pune_54,22-01-2022,2024-25,PMGSY,Road Construction,SAU Team B,947657.6,139741.21,,3,Incomplete Work,Completed,303,6587,162938.45,310860.35,8,Recovery Initiated
Kerala,Thrissur,GP_Thrissur_69,04-11-2022,2021-22,MGNREGA,Water Tank,SAU Team B,1265137.37,31824.19,53656.82,1,Incomplete Work,Pending Recovery,331,7867,176252.58,289358.24,2,No Action
Tamil Nadu,Chennai,GP_Chennai_7,13-07-2022,2022-23,PMGSY,Pond Desilting,SAU Team A,569669.54,46835.18,27989.85,2,Ghost Beneficiary,Pending Recovery,160,6519,353339.18,285226.13,22,FIR Filed
Kerala,Thrissur,GP_Thrissur_38,04-06-2024,2024-25,PMGSY,Toilet Construction,SAU Team B,1358369.86,110122.44,79087.24,6,No Muster Roll,Under Review,184,1839,898668.94,81716.01,10,No Action
Karnataka,Mysore,GP_Mysore_53,03-01-2024,2023-24,PMAY-G,Toilet Construction,SAU Team B,1376278.54,,33231.47,3,Wage Delay,Closed,35,4492,230992.33,742229.04,8,Suspended Official
Maharashtra,Pune,GP_Pune_24,05-07-2024,2022-23,PMAY-G,Road Construction,District Audit Unit,925510.56,84034.67,36847.47,3,Fund Diversion,Closed,271,1917,566590.24,304199.6,12,FIR Filed
Tamil Nadu,Coimbatore,GP_Coimbatore_98,14-06-2023,2022-23,SBM-G,Water Tank,SAU Team A,328070.1,89223.46,56227.74,1,Ghost Beneficiary,Completed,469,7995,237018.49,709831.79,10,Warning Issued
Tamil Nadu,Chennai,GP_Chennai_2,04-05-2024,2023-24,PMAY-G,Water Tank,SAU Team B,1409136.81,105419.15,71150.92,1,Material Overbilling,Under Review,110,3272,343128.01,245628.32,6,No Action
Karnataka,Bangalore,GP_Bangalore_33,27-07-2022,2024-25,MGNREGA,Road Construction,SAU Team A,728658.8,115880.22,44136.38,5,Incomplete Work,Completed,461,2875,464062.9,34213.97,11,No Action
Rajasthan,Jaipur,GP_Jaipur_37,05-06-2022,2021-22,SBM-G,Road Construction,SAU Team A,1729508.35,130861.98,,5,No Muster Roll,Under Review,254,2868,583957.55,786669.86,6,Recovery Initiated
Karnataka,Bangalore,GP_Bangalore_26,13-09-2022,2023-24,MGNREGA,Pond Desilting,SAU Team B,1438766.98,71124.03,,8,,Closed,152,5923,747335.46,753194.44,9,No Action
Andhra Pradesh,Vijayawada,GP_Vijayawada_20,11-09-2023,2024-25,PMAY-G,School Building,SAU Team A,1470353.06,148301.33,,2,,Completed,178,4853,882259.63,711856.65,0,
Andhra Pradesh,Vizag,GP_Vizag_28,09-03-2022,2024-25,MGNREGA,Water Tank,District Audit Unit,574123.53,,34795.64,6,,Closed,31,4626,977433.7,89234.6,4,Warning Issued
Tamil Nadu,Chennai,GP_Chennai_16,13-01-2022,2024-25,PMGSY,Toilet Construction,SAU Team A,1303875.31,141294.07,40732.73,7,No Muster Roll,Closed,496,7183,561469.38,120886.56,20,FIR Filed
Kerala,Thrissur,GP_Thrissur_33,05-09-2024,2023-24,SBM-G,School Building,SAU Team A,1546616.88,22581.12,36305.27,0,Incomplete Work,Pending Recovery,174,1228,184025.39,,15,No Action
Karnataka,Bangalore,GP_Bangalore_74,04-09-2022,2024-25,MGNREGA,Pond Desilting,District Audit Unit,1499999.34,39404.64,79343.85,0,Incomplete Work,Pending Recovery,19,5444,608026.85,108408.36,10,No Action
Maharashtra,Pune,GP_Pune_53,06-11-2022,2024-25,PMAY-G,Pond Desilting,District Audit Unit,621166.21,85584.01,14658.46,9,Ghost Beneficiary,Under Review,495,2679,859102.4,45150.6,13,Recovery Initiated
Karnataka,Mysore,GP_Mysore_18,12-08-2023,2021-22,MGNREGA,Pond Desilting,District Audit Unit,1095781.81,81975.77,44557.4,8,No Muster Roll,Closed,386,3902,446566.79,784616.46,23,FIR Filed
Maharashtra,Mumbai,GP_Mumbai_86,02-01-2023,2022-23,MGNREGA,Toilet Construction,SAU Team B,494946.55,,,8,No Muster Roll,Pending Recovery,374,4504,515332.82,707953.74,5,No Action
Tamil Nadu,Chennai,GP_Chennai_37,24-02-2023,2022-23,PMGSY,Toilet Construction,SAU Team A,630216.18,123023.05,65508.4,10,,Closed,383,4774,984623.01,471276.03,7,Suspended Official
Tamil Nadu,Coimbatore,GP_Coimbatore_83,01-07-2022,2023-24,SBM-G,Pond Desilting,District Audit Unit,1324589.27,15360.09,53694.89,9,Wage Delay,Under Review,256,5091,295443.85,430835.61,23,Suspended Official
Bihar,Gaya,GP_Gaya_33,05-10-2023,2024-25,MGNREGA,Water Tank,District Audit Unit,1265704.36,76651.33,19893.5,3,Wage Delay,ATR Pending,243,4468,733320.07,179639.47,4,
Kerala,Ernakulam,GP_Ernakulam_86,13-06-2024,2023-24,MGNREGA,School Building,SAU Team A,1279516.23,34127.24,55325.63,0,Wage Delay,ATR Pending,405,6499,396977.21,76873.45,21,
Andhra Pradesh,Vizag,GP_Vizag_19,16-01-2023,2023-24,MGNREGA,Pond Desilting,District Audit Unit,1779300.3,19608.05,17717.49,1,No Muster Roll,ATR Pending,121,605,278508.42,324940.68,12,
Andhra Pradesh,Vijayawada,GP_Vijayawada_54,06-12-2022,2021-22,MGNREGA,Pond Desilting,SAU Team A,1209369.35,,13096.77,11,Fund Diversion,Completed,128,6340,252197.16,37581.76,18,No Action
Uttar Pradesh,Lucknow,GP_Lucknow_98,30-06-2024,2023-24,PMAY-G,Road Construction,SAU Team A,388443.33,88407.14,40171.88,8,Wage Delay,ATR Pending,438,7406,930312.03,157036.57,22,FIR Filed
Andhra Pradesh,Vijayawada,GP_Vijayawada_79,02-06-2024,2022-23,NSAP,Pond Desilting,District Audit Unit,1653779.63,15663.37,,5,Fund Diversion,Closed,48,154,223230.42,,5,Suspended Official
Rajasthan,Jaipur,GP_Jaipur_68,29-05-2024,2022-23,MGNREGA,Pond Desilting,District Audit Unit,540617.99,24870.94,,3,Material Overbilling,Pending Recovery,232,3047,163999.24,36329.75,10,No Action
Kerala,Thrissur,GP_Thrissur_63,21-12-2023,2023-24,PMGSY,Pond Desilting,District Audit Unit,1984884.73,138909.31,52061.87,5,Incomplete Work,Closed,340,3670,876619.04,31294.26,24,
Uttar Pradesh,Kanpur,GP_Kanpur_20,31-01-2023,2024-25,PMAY-G,Pond Desilting,SAU Team B,1171418.4,28816.15,53792.12,10,Incomplete Work,Closed,85,975,764821.97,249734.18,15,FIR Filed
Rajasthan,Udaipur,GP_Udaipur_30,30-08-2024,2024-25,NSAP,Toilet Construction,SAU Team B,1222699.23,76770.96,60132.53,1,Ghost Beneficiary,Completed,472,1109,425075.42,12565.86,5,Recovery Initiated
Tamil Nadu,Coimbatore,GP_Coimbatore_45,15-09-2022,2021-22,MGNREGA,Pond Desilting,District Audit Unit,1301114.79,25612.42,51374.35,5,Fund Diversion,Under Review,71,7063,869674.78,645443.22,14,FIR Filed
Rajasthan,Udaipur,GP_Udaipur_81,09-08-2023,2021-22,NSAP,School Building,SAU Team B,1197625.08,32181.03,76453.49,3,Ghost Beneficiary,Completed,139,7486,527887.27,656268.63,14,FIR Filed
Maharashtra,Mumbai,GP_Mumbai_14,18-07-2024,2024-25,MGNREGA,School Building,District Audit Unit,1099479.02,129103.33,27836.07,2,No Muster Roll,ATR Pending,336,3683,115135.94,770486.91,8,Warning Issued
Rajasthan,Jaipur,GP_Jaipur_26,01-03-2023,2024-25,SBM-G,Road Construction,SAU Team B,981101.7,138492.36,19804.67,3,Wage Delay,Under Review,493,397,127345.87,715237.99,22,Suspended Official
Karnataka,Bangalore,GP_Bangalore_81,01-04-2024,2022-23,PMAY-G,Water Tank,District Audit Unit,549990.91,15074.21,38857.23,3,No Muster Roll,Closed,139,2387,962596.5,505971.82,5,Recovery Initiated
Andhra Pradesh,Vijayawada,GP_Vijayawada_51,28-01-2023,2023-24,PMAY-G,Toilet Construction,SAU Team A,725544.06,82723.54,27226.52,10,Ghost Beneficiary,Under Review,401,1494,236582.83,109111.89,8,Suspended Official
Bihar,Patna,GP_Patna_19,15-12-2023,2023-24,PMGSY,Road Construction,SAU Team A,1110008.24,62655.33,72975.99,8,Ghost Beneficiary,Closed,43,7092,131003.7,640605.11,7,FIR Filed
Rajasthan,Jaipur,GP_Jaipur_4,15-04-2024,2022-23,MGNREGA,Toilet Construction,SAU Team B,819835.64,146481.47,42916.1,0,Fund Diversion,Closed,439,2502,74469.02,658110.75,1,Recovery Initiated
Uttar Pradesh,Kanpur,GP_Kanpur_36,07-03-2024,2021-22,MGNREGA,School Building,SAU Team A,706513.98,18337.94,18322.01,0,No Muster Roll,Pending Recovery,109,7773,577276.64,,13,Warning Issued
Kerala,Thrissur,GP_Thrissur_19,06-03-2024,2024-25,SBM-G,Water Tank,SAU Team B,1517320.43,4824.37,78959.61,4,Fund Diversion,Pending Recovery,76,128,559401.25,,15,Suspended Official
Bihar,Patna,GP_Patna_26,14-03-2022,2022-23,MGNREGA,Water Tank,SAU Team B,761666.52,5872.58,37291.29,9,Fund Diversion,Pending Recovery,424,6845,979714,669534.26,16,Warning Issued
Andhra Pradesh,Vijayawada,GP_Vijayawada_9,20-07-2022,2024-25,SBM-G,Pond Desilting,SAU Team A,767410.7,105184.52,63204.42,8,,ATR Pending,101,1258,730083.56,585606.39,12,No Action
Tamil Nadu,Chennai,GP_Chennai_25,02-02-2024,2024-25,MGNREGA,School Building,SAU Team A,1195380.08,18790.14,55268.09,4,Material Overbilling,ATR Pending,335,7775,240760.46,699457.08,17,Warning Issued
Karnataka,Mysore,GP_Mysore_67,30-07-2024,2023-24,PMGSY,School Building,SAU Team B,549286.75,,79607.6,11,Incomplete Work,Closed,486,1062,520565.99,362849.6,0,Suspended Official
Andhra Pradesh,Vijayawada,GP_Vijayawada_18,12-09-2022,2023-24,PMAY-G,Pond Desilting,SAU Team B,230224.69,126367.12,16422.43,4,,Closed,423,7023,616215.29,,4,
Maharashtra,Pune,GP_Pune_65,04-11-2023,2023-24,PMGSY,Pond Desilting,District Audit Unit,1187045.56,47731.02,,11,Wage Delay,ATR Pending,82,4306,615622.16,289859.32,7,Recovery Initiated
Bihar,Gaya,GP_Gaya_77,03-03-2023,2021-22,PMGSY,School Building,SAU Team A,1743587.62,21240.39,53329.24,9,Ghost Beneficiary,Completed,446,2492,475353.08,335568.75,14,FIR Filed
Rajasthan,Udaipur,GP_Udaipur_10,13-03-2022,2023-24,NSAP,Pond Desilting,District Audit Unit,1179924.42,44867.42,25216.79,3,Ghost Beneficiary,Pending Recovery,427,4901,63501.22,353071.85,23,Recovery Initiated
Kerala,Ernakulam,GP_Ernakulam_87,25-05-2022,2024-25,PMGSY,Water Tank,SAU Team B,605115.06,33873.66,,2,Ghost Beneficiary,ATR Pending,361,2508,720938.1,799428.46,5,Suspended Official
Tamil Nadu,Coimbatore,GP_Coimbatore_90,06-08-2023,2021-22,PMAY-G,Pond Desilting,District Audit Unit,1164159.74,17723.33,71088.68,0,Wage Delay,Closed,242,3660,824209.81,573391.65,8,FIR Filed
Bihar,Gaya,GP_Gaya_21,29-08-2023,2022-23,MGNREGA,Pond Desilting,District Audit Unit,1682193.15,39193.1,28572.61,0,Material Overbilling,Under Review,487,2559,508205.05,499100.61,7,
Andhra Pradesh,Vijayawada,GP_Vijayawada_2,09-01-2023,2022-23,PMGSY,Water Tank,SAU Team A,581720.25,34894.72,51532.06,6,Wage Delay,Completed,345,2227,340220.56,460912.26,7,
Bihar,Gaya,GP_Gaya_82,24-06-2024,2021-22,MGNREGA,School Building,SAU Team A,693440.16,30581.75,3279.67,10,Material Overbilling,Completed,352,7670,692500.5,559457.84,8,
Tamil Nadu,Coimbatore,GP_Coimbatore_52,02-09-2023,2021-22,PMGSY,Water Tank,SAU Team A,1745895.89,,20530.14,6,Incomplete Work,Completed,243,5732,31145.9,89368.31,6,No Action
Kerala,Thrissur,GP_Thrissur_17,28-02-2023,2021-22,MGNREGA,Road Construction,District Audit Unit,297107.26,,18640.04,5,Incomplete Work,Under Review,336,3620,200800.6,451937.66,16,Warning Issued
Uttar Pradesh,Kanpur,GP_Kanpur_19,23-12-2023,2022-23,PMGSY,School Building,District Audit Unit,771788.44,31362.73,40818.15,6,No Muster Roll,ATR Pending,132,426,752626.56,126512.78,0,No Action
Uttar Pradesh,Kanpur,GP_Kanpur_19,11-01-2022,2023-24,PMGSY,Water Tank,District Audit Unit,700549.04,13712.16,,9,Material Overbilling,Pending Recovery,67,976,826398.41,680445.6,22,Suspended Official
Maharashtra,Pune,GP_Pune_67,25-06-2023,2021-22,MGNREGA,Pond Desilting,SAU Team B,1339179.96,87193.95,36700.44,10,Material Overbilling,Completed,404,6339,77166.61,153776.54,2,Warning Issued
Andhra Pradesh,Vijayawada,GP_Vijayawada_48,24-03-2022,2021-22,PMAY-G,Road Construction,SAU Team A,754829.62,24241.44,51171.56,1,Material Overbilling,ATR Pending,189,7005,651212.8,721738.25,13,No Action
Rajasthan,Udaipur,GP_Udaipur_39,05-03-2023,2023-24,PMGSY,School Building,District Audit Unit,1775982.68,85682,23278.04,6,No Muster Roll,Under Review,207,4552,541329.58,549003.1,11,Recovery Initiated
Kerala,Thrissur,GP_Thrissur_76,03-03-2024,2024-25,NSAP,Toilet Construction,SAU Team B,1877322.38,134376.58,66069.07,11,Material Overbilling,Completed,484,1313,700536.45,304847.55,20,Warning Issued
Kerala,Thrissur,GP_Thrissur_94,23-01-2023,2023-24,PMGSY,Toilet Construction,SAU Team A,949226.47,136768.79,55141.95,7,Incomplete Work,Under Review,48,7416,788578.11,298613.55,16,No Action
Tamil Nadu,Chennai,GP_Chennai_41,05-10-2023,2021-22,NSAP,Pond Desilting,SAU Team A,92213.41,,10285.45,1,Incomplete Work,Completed,101,260,872710.78,297879.72,8,Warning Issued
Andhra Pradesh,Vijayawada,GP_Vijayawada_19,05-06-2022,2024-25,SBM-G,Road Construction,SAU Team B,205251.69,57594.02,49531.97,0,Wage Delay,ATR Pending,358,2363,679435.93,705804.36,13,No Action
Bihar,Patna,GP_Patna_59,07-01-2023,2022-23,MGNREGA,Pond Desilting,District Audit Unit,944279.52,139099.89,34084.51,5,No Muster Roll,Completed,270,1591,835020.42,,3,Recovery Initiated
Tamil Nadu,Coimbatore,GP_Coimbatore_40,13-09-2024,2021-22,NSAP,Pond Desilting,SAU Team A,887174.08,101458.44,49437.84,8,Incomplete Work,Completed,280,6093,628871.09,,2,Warning Issued
Karnataka,Mysore,GP_Mysore_85,23-05-2023,2021-22,PMGSY,Water Tank,SAU Team A,1981230.14,10239.88,22020.63,11,Material Overbilling,Pending Recovery,31,7487,43181.29,749983.71,20,Warning Issued
Andhra Pradesh,Vijayawada,GP_Vijayawada_6,16-11-2023,2022-23,PMAY-G,Water Tank,District Audit Unit,370381.07,15331.7,54858.16,3,No Muster Roll,ATR Pending,471,4905,512817.97,710885.45,0,FIR Filed
Andhra Pradesh,Vizag,GP_Vizag_5,24-06-2023,2024-25,NSAP,Pond Desilting,District Audit Unit,279070.28,121377.19,9747.13,0,Ghost Beneficiary,Closed,110,7491,211060.31,433679.99,5,Warning Issued
Uttar Pradesh,Lucknow,GP_Lucknow_51,24-01-2024,2021-22,MGNREGA,Water Tank,District Audit Unit,732056.29,54087.75,72201.8,0,,Closed,15,259,763777.52,213479.54,22,Warning Issued
Bihar,Gaya,GP_Gaya_93,29-03-2022,2022-23,NSAP,School Building,SAU Team A,629769.53,112119.24,15357.12,0,No Muster Roll,Pending Recovery,89,7608,48853.66,91806.82,11,Suspended Official
Kerala,Ernakulam,GP_Ernakulam_63,20-10-2023,2021-22,MGNREGA,Road Construction,SAU Team A,1593846.53,,29035.1,3,No Muster Roll,Pending Recovery,147,3212,975242.21,599992.94,20,No Action
Uttar Pradesh,Lucknow,GP_Lucknow_82,01-03-2024,2021-22,PMAY-G,Pond Desilting,SAU Team A,995890.37,106155.39,21405.72,2,Ghost Beneficiary,Under Review,307,4938,470710.74,,4,Suspended Official
Kerala,Ernakulam,GP_Ernakulam_42,06-05-2023,2022-23,SBM-G,Water Tank,District Audit Unit,1850257.23,1778.29,20051.54,1,Wage Delay,Under Review,51,4129,204051.62,288382.38,12,Recovery Initiated
Karnataka,Mysore,GP_Mysore_33,01-05-2023,2021-22,PMGSY,Road Construction,SAU Team B,834768.02,,71875.64,9,No Muster Roll,Under Review,236,4388,483524.09,682484.44,12,Warning Issued
Kerala,Ernakulam,GP_Ernakulam_90,06-05-2023,2021-22,PMAY-G,Toilet Construction,SAU Team B,214369.77,104502.61,6512.78,0,Material Overbilling,Closed,398,1360,442318,,3,Recovery Initiated
Karnataka,Mysore,GP_Mysore_98,10-06-2024,2024-25,PMAY-G,Water Tank,SAU Team A,1270569.42,88247.08,30956.22,0,Ghost Beneficiary,Pending Recovery,406,6751,595641.68,,1,Suspended Official
Tamil Nadu,Chennai,GP_Chennai_87,27-07-2023,2021-22,PMAY-G,Water Tank,District Audit Unit,1106111.15,127451.3,23150.46,1,,Under Review,81,2092,289459.93,505837.02,22,FIR Filed
Rajasthan,Udaipur,GP_Udaipur_60,22-01-2023,2022-23,PMGSY,Road Construction,District Audit Unit,878030.76,145509.68,79991.41,3,Wage Delay,Pending Recovery,387,7747,800611.22,716264.28,2,Suspended Official
Bihar,Gaya,GP_Gaya_72,06-04-2022,2022-23,PMGSY,Road Construction,SAU Team A,1838302.49,124625.59,62833.69,4,Ghost Beneficiary,Under Review,303,4358,903414.81,258076.79,13,No Action
Rajasthan,Jaipur,GP_Jaipur_18,31-10-2022,2024-25,PMGSY,Pond Desilting,SAU Team B,361927.69,23894.41,2814.83,11,Incomplete Work,Under Review,408,4994,720077.86,521404.02,15,Suspended Official
Karnataka,Bangalore,GP_Bangalore_30,12-04-2023,2022-23,PMGSY,Toilet Construction,District Audit Unit,698902.56,113621.42,75073.3,8,Wage Delay,ATR Pending,44,6917,170669.15,212681.22,9,FIR Filed
Tamil Nadu,Coimbatore,GP_Coimbatore_92,11-02-2023,2021-22,SBM-G,Water Tank,SAU Team A,1900249.39,86362.45,68839.2,5,Wage Delay,Closed,242,7837,545083.08,,16,Recovery Initiated
Kerala,Ernakulam,GP_Ernakulam_58,25-07-2023,2023-24,SBM-G,Water Tank,SAU Team B,1863387.21,60301.27,56152.87,2,Incomplete Work,ATR Pending,337,5424,699519.78,721961.01,17,FIR Filed
Andhra Pradesh,Vizag,GP_Vizag_93,20-07-2022,2023-24,PMAY-G,Road Construction,SAU Team A,967548.97,110686.51,,9,Fund Diversion,Under Review,248,6035,670790.92,111316.08,18,FIR Filed
Uttar Pradesh,Lucknow,GP_Lucknow_14,28-04-2024,2023-24,SBM-G,Toilet Construction,SAU Team A,1333416.83,,44099.31,0,Material Overbilling,ATR Pending,287,5729,172816.45,44435.77,18,FIR Filed
Maharashtra,Mumbai,GP_Mumbai_30,10-02-2023,2022-23,PMAY-G,Toilet Construction,SAU Team A,542051.31,,30367.27,2,No Muster Roll,Under Review,27,5582,409486.57,,21,FIR Filed
Tamil Nadu,Coimbatore,GP_Coimbatore_16,25-05-2022,2023-24,PMAY-G,Pond Desilting,SAU Team A,1827957.9,30988.37,57986.51,5,No Muster Roll,Under Review,173,4072,846975.02,488729.15,1,Recovery Initiated
Tamil Nadu,Coimbatore,GP_Coimbatore_58,08-07-2024,2022-23,PMGSY,Road Construction,District Audit Unit,555518.26,100666.87,50421,4,Material Overbilling,Under Review,416,3758,509673.95,582860.13,24,Recovery Initiated
Rajasthan,Jaipur,GP_Jaipur_19,07-04-2024,2021-22,SBM-G,Pond Desilting,SAU Team A,1267964.64,39516.41,8321.38,1,Incomplete Work,Closed,298,6842,681013.7,515773.17,24,
Rajasthan,Jaipur,GP_Jaipur_90,17-02-2022,2023-24,SBM-G,Toilet Construction,SAU Team A,1147205.6,,40581.83,11,Material Overbilling,Pending Recovery,69,4939,373584.39,325824.26,9,Recovery Initiated
Karnataka,Bangalore,GP_Bangalore_35,26-06-2022,2021-22,MGNREGA,Road Construction,SAU Team B,1080652.73,7805.68,70579.04,4,Fund Diversion,Closed,187,7489,127542.7,159688.9,1,FIR Filed
Kerala,Ernakulam,GP_Ernakulam_92,30-08-2023,2023-24,PMAY-G,Road Construction,SAU Team B,1596365.91,,42702.11,3,Material Overbilling,Closed,374,5577,292437.49,419158.17,3,Warning Issued
Karnataka,Bangalore,GP_Bangalore_29,17-02-2023,2022-23,MGNREGA,Toilet Construction,SAU Team B,874920.55,7786.68,70334.51,10,Fund Diversion,Under Review,392,4058,623005.18,54833.43,9,Warning Issued
Rajasthan,Udaipur,GP_Udaipur_67,02-11-2022,2021-22,NSAP,Water Tank,SAU Team B,1444681.88,48860.55,6901.29,11,Ghost Beneficiary,Pending Recovery,483,4350,255505.12,191539.2,16,Recovery Initiated
Uttar Pradesh,Lucknow,GP_Lucknow_58,06-01-2023,2023-24,PMGSY,Road Construction,SAU Team A,671015.38,49386.52,73374.03,6,Ghost Beneficiary,Under Review,436,4849,360197.79,179571.56,24,Suspended Official
Rajasthan,Udaipur,GP_Udaipur_1,19-04-2023,2024-25,PMGSY,Road Construction,District Audit Unit,398043.94,70534.56,34418.28,7,Fund Diversion,Closed,31,6135,220858.51,254153.57,2,Suspended Official
Bihar,Patna,GP_Patna_68,04-12-2022,2024-25,SBM-G,School Building,SAU Team B,704783.84,29006.79,47044.38,11,Incomplete Work,Under Review,269,3852,783463.97,94224.34,13,Warning Issued
Karnataka,Bangalore,GP_Bangalore_29,16-04-2022,2022-23,MGNREGA,School Building,SAU Team B,1203443.59,140309.39,26817.33,1,Incomplete Work,ATR Pending,149,1617,712326.57,746263.58,17,Suspended Official
Karnataka,Mysore,GP_Mysore_21,22-04-2024,2024-25,MGNREGA,Toilet Construction,SAU Team A,814093.88,135092.51,21043.02,7,Incomplete Work,Completed,383,1933,939029.26,704647.83,19,Warning Issued
Bihar,Gaya,GP_Gaya_45,23-09-2022,2024-25,SBM-G,Road Construction,SAU Team B,1492031.74,52499.63,15236.01,8,Wage Delay,Completed,192,977,767418.98,224846.12,5,Recovery Initiated
Tamil Nadu,Coimbatore,GP_Coimbatore_61,30-07-2022,2023-24,PMGSY,Road Construction,SAU Team B,1498324.92,,12806.05,7,Incomplete Work,ATR Pending,368,6767,48059.07,576270.44,13,No Action
Karnataka,Mysore,GP_Mysore_59,21-12-2022,2023-24,PMAY-G,Pond Desilting,District Audit Unit,1261340.28,29810.5,69362.53,8,Fund Diversion,Pending Recovery,431,4306,229248.12,682489.05,22,FIR Filed
Kerala,Thrissur,GP_Thrissur_34,05-01-2022,2023-24,NSAP,Road Construction,SAU Team A,233124.43,91484.06,64612.97,5,Ghost Beneficiary,ATR Pending,242,3261,232657.79,415002.54,4,Warning Issued
Kerala,Thrissur,GP_Thrissur_75,11-02-2022,2022-23,SBM-G,School Building,SAU Team A,675991.98,102657.81,33844.7,6,Ghost Beneficiary,Completed,490,3790,148817.1,582735.98,5,Suspended Official
Bihar,Patna,GP_Patna_76,03-10-2022,2023-24,PMAY-G,Road Construction,SAU Team A,1794320.31,85738.34,63967.61,6,Material Overbilling,Completed,109,7964,831247.12,,17,Warning Issued
Kerala,Thrissur,GP_Thrissur_97,11-05-2023,2024-25,PMGSY,Pond Desilting,SAU Team A,168097.54,129078.78,34049.72,9,No Muster Roll,ATR Pending,114,6821,929804.41,754942.74,24,Suspended Official
Uttar Pradesh,Kanpur,GP_Kanpur_32,20-05-2024,2024-25,SBM-G,Road Construction,District Audit Unit,1741736.71,35362.98,56125.08,8,Ghost Beneficiary,Closed,461,6928,730287,454274.5,6,Suspended Official
Karnataka,Bangalore,GP_Bangalore_56,30-09-2023,2023-24,SBM-G,Toilet Construction,District Audit Unit,1332258.2,60629.23,3219.75,4,No Muster Roll,Pending Recovery,465,4354,465788.72,48915.98,13,
Bihar,Gaya,GP_Gaya_91,03-12-2022,2024-25,NSAP,Water Tank,SAU Team B,1220273.94,14094.57,19555.16,2,Material Overbilling,Under Review,281,4321,633776.29,696960.1,10,FIR Filed
Rajasthan,Jaipur,GP_Jaipur_87,20-12-2023,2023-24,NSAP,Pond Desilting,SAU Team A,1653435.69,104998.48,,5,,ATR Pending,81,7771,428568.83,167879.33,23,
Uttar Pradesh,Lucknow,GP_Lucknow_8,26-12-2022,2022-23,PMAY-G,Water Tank,SAU Team A,351005.45,64638.08,55659.62,8,Fund Diversion,Closed,119,7606,237175.11,89360.26,21,Recovery Initiated
Bihar,Gaya,GP_Gaya_67,19-10-2022,2021-22,PMGSY,School Building,SAU Team A,362187.47,104582.95,44982.53,7,,Under Review,16,3868,38220.22,55583.37,16,No Action
Rajasthan,Jaipur,GP_Jaipur_97,19-11-2023,2023-24,PMGSY,School Building,SAU Team A,709656.9,63088.59,62018.82,9,,Pending Recovery,61,4306,269958.26,648952.87,18,Recovery Initiated
Andhra Pradesh,Vijayawada,GP_Vijayawada_60,16-03-2023,2023-24,PMAY-G,Toilet Construction,SAU Team A,1414139.97,,34267.39,10,Wage Delay,Completed,435,3830,682223.89,308705.56,19,Warning Issued
Tamil Nadu,Coimbatore,GP_Coimbatore_39,23-10-2023,2024-25,SBM-G,School Building,District Audit Unit,1729405.15,77694.74,,6,Wage Delay,ATR Pending,46,1075,819586.49,,4,FIR Filed
